scenario,permutation_id,null_effect_units,observed_effect_units,standard_error_units,practical_threshold_units,as_or_more_extreme,simulated_two_sided_p_value,practically_meaningful
Precise small effect,1771,-0.0513,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1772,-0.2532,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1773,0.1562,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1774,0.1749,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1775,0.2112,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1776,-0.269,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1777,0.3178,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1778,-0.065,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1779,-0.1282,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1780,0.113,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1781,0.1457,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1782,-0.3315,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1783,0.1399,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1784,0.1703,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1785,-0.1487,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1786,0.0683,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1787,-0.174,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1788,0.0467,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1789,-0.238,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1790,0.082,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1791,-0.2734,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1792,0.0145,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1793,0.2179,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1794,0.3792,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1795,0.2213,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1796,0.3289,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1797,0.083,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1798,0.0164,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1799,-0.0876,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1800,-0.2212,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1801,0.2009,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1802,-0.1532,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1803,-0.0876,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1804,0.3238,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1805,-0.406,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1806,-0.2553,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1807,-0.506,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1808,0.0953,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1809,-0.4682,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1810,-0.0213,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1811,0.2413,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1812,-0.0749,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1813,-0.279,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1814,-0.0262,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1815,0.2811,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1816,0.1769,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1817,-0.4708,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1818,0.5634,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1819,-0.1399,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1820,-0.0129,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1821,0.2396,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1822,-0.0193,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1823,-0.1495,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1824,-0.3457,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1825,-0.1419,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1826,0.0162,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1827,0.1633,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1828,0.1185,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1829,0.009,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1830,0.2308,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1831,-0.3633,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1832,-0.147,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1833,0.0438,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1834,0.1713,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1835,-0.0553,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1836,-0.3045,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1837,-0.0555,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1838,-0.2873,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1839,0.0081,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1840,-0.2137,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1841,-0.1282,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1842,0.1185,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1843,0.0686,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1844,-0.3536,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1845,0.1641,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1846,0.1234,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1847,-0.1411,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1848,-0.2581,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1849,0.0983,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1850,-0.0296,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1851,-0.2156,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1852,-0.1037,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1853,0.2101,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1854,-0.1053,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1855,0.1734,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1856,-0.0037,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1857,-0.0838,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1858,-0.1133,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1859,-0.1417,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1860,-0.0313,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1861,0.0627,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1862,-0.0961,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1863,-0.262,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1864,0.1141,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1865,0.2412,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1866,0.0662,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1867,-0.0545,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1868,0.0997,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1869,0.0422,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1870,-0.287,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1871,0.0063,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1872,-0.0146,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1873,-0.0074,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1874,0.3008,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1875,0.0891,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1876,0.2077,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1877,0.0892,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1878,-0.1137,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1879,-0.0135,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1880,0.0269,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1881,-0.2652,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1882,-0.3071,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1883,-0.1439,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1884,0.1631,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1885,0.3731,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1886,0.1327,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1887,0.1375,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1888,-0.1114,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1889,0.3072,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1890,-0.0552,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1891,0.162,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1892,-0.3354,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1893,-0.0109,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1894,-0.4059,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1895,0.3885,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1896,-0.1633,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1897,-0.2396,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1898,-0.23,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1899,0.1496,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1900,0.0571,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1901,-0.1133,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1902,0.2618,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1903,0.0716,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1904,0.2067,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1905,0.3305,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1906,0.0538,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1907,0.0055,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1908,0.172,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1909,0.0061,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1910,-0.2228,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1911,-0.1713,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1912,-0.012,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1913,-0.1454,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1914,-0.1201,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1915,0.1688,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1916,0.2209,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1917,-0.0118,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1918,-0.0822,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1919,-0.1168,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1920,-0.1358,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1921,-0.1609,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1922,0.6839,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1923,0.0133,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1924,0.0838,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1925,-0.0343,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1926,0.097,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1927,0.359,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1928,-0.2261,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1929,0.13,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1930,-0.188,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1931,-0.0885,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1932,0.1898,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1933,-0.2014,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1934,-0.408,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1935,-0.3699,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1936,0.0923,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1937,0.1937,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1938,-0.3771,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1939,0.0625,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1940,-0.0865,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1941,0.0664,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1942,0.0501,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1943,0.1851,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1944,-0.571,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1945,-0.1304,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1946,-0.0846,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1947,0.001,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1948,0.2162,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1949,0.0868,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1950,0.3986,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1951,0.2998,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1952,-0.1265,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1953,0.0329,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1954,-0.0902,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1955,-0.1131,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1956,-0.0255,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1957,0.0797,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1958,0.0167,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1959,-0.2248,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1960,0.0439,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1961,0.2375,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1962,0.0316,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1963,-0.166,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1964,-0.048,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1965,-0.1032,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1966,0.0352,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1967,0.1609,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1968,0.0253,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1969,-0.1265,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1970,-0.1211,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1971,-0.0327,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1972,0.0127,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1973,0.0358,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1974,0.0467,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1975,0.0749,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1976,-0.2015,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1977,0.145,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1978,0.0323,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1979,-0.1148,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1980,-0.0926,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1981,0.0775,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1982,0.3699,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1983,0.0394,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1984,0.0316,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1985,-0.0621,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1986,0.1142,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1987,-0.1825,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1988,0.1944,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1989,-0.0374,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1990,0.4074,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1991,-0.1546,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1992,0.293,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1993,-0.0787,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1994,0.0913,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1995,0.0449,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1996,-0.0287,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1997,0.2819,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1998,-0.0495,0.8,0.2,2.0,No,0.0005,No
Precise small effect,1999,0.2038,0.8,0.2,2.0,No,0.0005,No
Precise small effect,2000,0.1349,0.8,0.2,2.0,No,0.0005,No
Precise meaningful effect,1,-0.0571,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,2,0.7507,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,3,-0.2566,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,4,0.3011,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,5,0.5372,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,6,1.0083,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,7,0.1752,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,8,0.184,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,9,-1.1996,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,10,0.0931,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,11,0.0966,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,12,0.2972,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,13,0.3265,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,14,-0.9282,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,15,0.5826,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,16,-0.3371,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,17,0.2247,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,18,0.8734,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,19,-0.7761,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,20,0.2313,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,21,-1.0836,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,22,-0.1104,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,23,0.0887,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,24,0.4394,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,25,0.6512,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,26,-1.2495,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,27,-0.0025,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,28,0.2146,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,29,-1.3423,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,30,-0.6557,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,31,-0.9896,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,32,-0.5005,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,33,0.6939,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,34,0.1172,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,35,-0.8279,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,36,0.0847,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,37,0.0425,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,38,1.1856,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,39,1.3186,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,40,-0.2601,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,41,1.2617,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,42,-0.326,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,43,-0.2918,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,44,-1.2988,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,45,0.6381,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,46,-0.3892,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,47,1.2726,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,48,-0.1803,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,49,0.3531,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,50,-0.0828,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,51,0.9681,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,52,-0.7386,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,53,0.1915,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,54,0.3423,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,55,0.7108,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,56,-0.5864,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,57,0.0193,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,58,0.1264,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,59,-0.0922,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,60,-0.2302,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,61,1.3228,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,62,0.076,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,63,0.4337,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,64,-0.249,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,65,0.4604,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,66,-0.2319,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,67,-0.8268,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,68,-0.3985,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,69,0.1137,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,70,-0.1948,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,71,-0.744,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,72,0.2782,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,73,-1.1451,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,74,-0.0907,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,75,0.5848,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,76,-0.5719,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,77,0.0162,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,78,-1.8719,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,79,0.0619,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,80,-0.9683,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,81,0.3509,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,82,0.2083,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,83,0.1074,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,84,0.7877,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,85,-0.0073,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,86,-1.4602,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,87,-0.798,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,88,0.2578,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,89,-0.382,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,90,-0.2711,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,91,-0.3192,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,92,1.5154,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,93,0.7944,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,94,0.2548,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,95,1.1361,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,96,-0.6267,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,97,0.4143,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,98,1.6704,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,99,-0.3355,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,100,1.0774,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,101,0.2771,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,102,-0.095,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,103,0.2248,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,104,0.9806,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,105,-0.205,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,106,-0.3887,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,107,-0.7938,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,108,0.5666,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,109,0.9206,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,110,0.3307,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,111,-0.1759,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,112,0.2296,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,113,-0.2963,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,114,-0.5314,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,115,0.8333,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,116,0.3007,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,117,1.2716,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,118,0.2038,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,119,-0.3219,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,120,0.7288,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,121,-0.1912,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,122,-2.0334,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,123,0.9783,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,124,-0.5152,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,125,-0.4609,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,126,-0.2265,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,127,-0.5476,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,128,0.8921,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,129,-0.3574,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,130,-1.9766,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,131,1.0131,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,132,1.0753,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,133,1.1906,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,134,0.04,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,135,0.3133,3.0,0.7,2.0,No,0.0005,Yes
Precise meaningful effect,136,-0.7261,3.0,0.7,2.0,No,0.0005,Yes
