shipment_id,prediction_date,split,route_distance_km,port_congestion_index,fragile_product,actual_late,true_late_probability,train_prevalence_baseline,raw_probability,calibrated_probability,raw_predicted_late,calibrated_predicted_late,raw_brier_contribution,calibrated_brier_contribution
S47-1125,2026-01-29,test,835.7,0.230,1,1,0.449448,0.290000,0.472433,0.498256,0,0,0.278327,0.251747
S47-1126,2026-01-30,test,614.1,0.562,0,0,0.316111,0.290000,0.121623,0.249001,0,0,0.014792,0.062002
S47-1127,2026-01-31,test,871.7,0.551,1,0,0.704350,0.290000,0.885908,0.783460,1,1,0.784832,0.613810
S47-1128,2026-02-01,test,458.2,0.479,1,1,0.357002,0.290000,0.152312,0.267375,0,0,0.718575,0.536740
S47-1129,2026-02-02,test,517.0,0.580,0,0,0.267176,0.290000,0.077198,0.223938,0,0,0.005960,0.050148
S47-1130,2026-02-03,test,455.8,0.748,1,1,0.552654,0.290000,0.199966,0.297554,0,0,0.640054,0.493430
S47-1131,2026-02-04,test,664.2,0.585,0,1,0.365308,0.290000,0.122219,0.249350,0,0,0.770499,0.563476
S47-1132,2026-02-05,test,854.4,0.487,1,1,0.651173,0.290000,0.763274,0.711458,1,1,0.056039,0.083257
S47-1133,2026-02-06,test,280.5,0.503,0,0,0.124608,0.290000,0.008264,0.188709,0,0,0.000068,0.035611
S47-1134,2026-02-07,test,617.3,0.643,0,0,0.373063,0.290000,0.438615,0.471849,0,0,0.192383,0.222641
S47-1135,2026-02-08,test,462.4,0.277,0,1,0.110878,0.290000,0.005435,0.187359,0,0,0.989159,0.660385
S47-1136,2026-02-09,test,965.8,0.341,0,1,0.406223,0.290000,0.331356,0.389808,0,0,0.447084,0.372334
S47-1137,2026-02-10,test,778.7,0.435,1,0,0.559985,0.290000,0.323500,0.383981,0,0,0.104653,0.147442
S47-1138,2026-02-11,test,1379.0,0.354,1,1,0.858027,0.290000,0.594921,0.592918,1,1,0.164089,0.165716
S47-1139,2026-02-12,test,256.9,0.412,0,0,0.091679,0.290000,0.016612,0.192738,0,0,0.000276,0.037148
S47-1140,2026-02-13,test,605.1,0.426,0,1,0.230285,0.290000,0.185262,0.288035,0,0,0.663797,0.506895
S47-1141,2026-02-14,test,669.2,0.840,0,0,0.556656,0.290000,0.264792,0.341580,0,0,0.070115,0.116677
S47-1142,2026-02-15,test,540.6,0.542,0,0,0.258803,0.290000,0.055615,0.212428,0,0,0.003093,0.045126
S47-1143,2026-02-16,test,945.4,0.681,0,1,0.640883,0.290000,0.594762,0.592798,1,1,0.164218,0.165814
S47-1144,2026-02-17,test,195.4,0.735,1,1,0.352333,0.290000,0.236812,0.322183,0,0,0.582456,0.459435
S47-1145,2026-02-18,test,566.2,0.548,1,0,0.485654,0.290000,0.688058,0.660894,1,1,0.473424,0.436780
S47-1146,2026-02-19,test,904.3,0.320,0,0,0.348168,0.290000,0.306525,0.371505,0,0,0.093957,0.138016
S47-1147,2026-02-20,test,801.4,0.607,0,1,0.481309,0.290000,0.634904,0.622710,1,1,0.133295,0.142348
S47-1148,2026-02-21,test,576.1,0.526,0,1,0.270182,0.290000,0.070299,0.220211,0,0,0.864345,0.608071
S47-1149,2026-02-22,test,836.8,0.470,0,1,0.406223,0.290000,0.326537,0.386230,0,0,0.453552,0.376714
S47-1150,2026-02-23,test,330.5,0.762,0,1,0.264541,0.290000,0.210860,0.304723,0,0,0.622743,0.483410
S47-1151,2026-02-24,test,931.7,0.198,0,0,0.286816,0.290000,0.209708,0.303961,0,0,0.043978,0.092392
S47-1152,2026-02-25,test,864.6,0.548,0,0,0.484455,0.290000,0.317194,0.379328,0,0,0.100612,0.143889
S47-1153,2026-02-26,test,847.1,0.869,1,1,0.851738,0.290000,0.951568,0.816268,1,1,0.002346,0.033757
S47-1154,2026-02-27,test,740.4,0.336,0,0,0.255251,0.290000,0.417459,0.455400,0,0,0.174272,0.207389
S47-1155,2026-02-28,test,511.9,0.625,0,0,0.291254,0.290000,0.180055,0.284707,0,0,0.032420,0.081058
S47-1156,2026-03-01,test,830.1,0.683,1,1,0.757551,0.290000,0.955594,0.818149,1,1,0.001972,0.033070
S47-1157,2026-03-02,test,491.9,0.370,1,0,0.306975,0.290000,0.129795,0.253810,0,0,0.016847,0.064419
S47-1158,2026-03-03,test,615.7,0.613,0,0,0.351170,0.290000,0.372844,0.421069,0,0,0.139013,0.177299
S47-1159,2026-03-04,test,582.1,0.037,0,0,0.079974,0.290000,0.207184,0.302293,0,0,0.042925,0.091381
S47-1160,2026-03-05,test,839.9,0.558,0,1,0.473450,0.290000,0.345125,0.400096,0,0,0.428862,0.359885
S47-1161,2026-03-06,test,577.9,0.439,0,0,0.222821,0.290000,0.177023,0.282780,0,0,0.031337,0.079964
S47-1162,2026-03-07,test,489.9,0.315,0,0,0.131781,0.290000,0.063316,0.216485,0,0,0.004009,0.046866
S47-1163,2026-03-08,test,903.5,0.205,0,0,0.273984,0.290000,0.243710,0.326912,0,0,0.059395,0.106871
S47-1164,2026-03-09,test,812.5,0.287,0,0,0.268647,0.290000,0.099147,0.236091,0,0,0.009830,0.055739
S47-1165,2026-03-10,test,921.0,0.297,0,0,0.343891,0.290000,0.238425,0.323286,0,0,0.056846,0.104514
S47-1166,2026-03-11,test,455.1,0.829,0,0,0.389908,0.290000,0.070257,0.220189,0,0,0.004936,0.048483
S47-1167,2026-03-12,test,424.5,0.414,0,0,0.143748,0.290000,0.047924,0.208432,0,0,0.002297,0.043444
S47-1168,2026-03-13,test,734.4,0.349,0,0,0.259264,0.290000,0.299083,0.366088,0,0,0.089450,0.134020
S47-1169,2026-03-14,test,713.4,0.522,0,1,0.355763,0.290000,0.245570,0.328193,0,0,0.569165,0.451325
S47-1170,2026-03-15,test,610.3,0.503,0,0,0.276858,0.290000,0.166308,0.276034,0,0,0.027658,0.076195
S47-1171,2026-03-16,test,400.4,0.311,0,0,0.102864,0.290000,0.112241,0.243555,0,0,0.012598,0.059319
S47-1172,2026-03-17,test,865.7,0.712,0,1,0.606614,0.290000,0.545746,0.555340,1,1,0.206347,0.197722
S47-1173,2026-03-18,test,790.2,0.416,1,0,0.554433,0.290000,0.372172,0.420556,0,0,0.138512,0.176868
S47-1174,2026-03-19,test,793.2,0.554,0,0,0.435757,0.290000,0.335006,0.392526,0,0,0.112229,0.154077
S47-1175,2026-03-20,test,387.5,0.524,1,0,0.339505,0.290000,0.191954,0.292344,0,0,0.036846,0.085465
S47-1176,2026-03-21,test,870.6,0.392,1,1,0.595753,0.290000,0.431005,0.465923,0,0,0.323755,0.285238
S47-1177,2026-03-22,test,367.0,0.470,0,0,0.143195,0.290000,0.134086,0.256359,0,0,0.017979,0.065720
S47-1178,2026-03-23,test,729.7,0.721,0,1,0.513022,0.290000,0.351567,0.404941,0,0,0.420465,0.354095
S47-1179,2026-03-24,test,828.7,0.104,1,0,0.353909,0.290000,0.350409,0.404068,0,0,0.122786,0.163271
S47-1180,2026-03-25,test,598.5,0.260,1,1,0.304809,0.290000,0.098004,0.235447,0,0,0.813598,0.584541
S47-1181,2026-03-26,test,656.4,0.642,0,1,0.400160,0.290000,0.219360,0.310383,0,0,0.609399,0.475571
S47-1182,2026-03-27,test,337.3,0.454,0,0,0.127183,0.290000,0.083720,0.227502,0,0,0.007009,0.051757
S47-1183,2026-03-28,test,940.5,0.414,0,1,0.441149,0.290000,0.412104,0.451249,0,0,0.345622,0.301127
S47-1184,2026-03-29,test,511.0,0.338,0,0,0.147669,0.290000,0.061366,0.215452,0,0,0.003766,0.046420
S47-1185,2026-03-30,test,141.8,0.397,0,0,0.063948,0.290000,0.017207,0.193028,0,0,0.000296,0.037260
S47-1186,2026-03-31,test,718.6,0.617,0,1,0.427221,0.290000,0.278241,0.351100,0,0,0.520936,0.421072
S47-1187,2026-04-01,test,761.7,0.644,0,1,0.479287,0.290000,0.488220,0.510596,0,1,0.261918,0.239516
S47-1188,2026-04-02,test,713.0,0.197,0,0,0.172216,0.290000,0.116750,0.246162,0,0,0.013631,0.060596
S47-1189,2026-04-03,test,632.8,0.617,0,0,0.365725,0.290000,0.444171,0.476181,0,0,0.197288,0.226748
S47-1190,2026-04-04,test,425.0,0.607,0,0,0.230764,0.290000,0.080701,0.225847,0,0,0.006513,0.051007
S47-1191,2026-04-05,test,252.5,0.230,0,0,0.054552,0.290000,0.005435,0.187359,0,0,0.000030,0.035103
S47-1192,2026-04-06,test,511.7,0.577,0,0,0.262329,0.290000,0.088789,0.230300,0,0,0.007883,0.053038
S47-1193,2026-04-07,test,667.6,0.645,0,0,0.410427,0.290000,0.238868,0.323589,0,0,0.057058,0.104710
S47-1194,2026-04-08,test,822.0,0.482,0,0,0.404199,0.290000,0.335100,0.392596,0,0,0.112292,0.154132
S47-1195,2026-04-09,test,549.2,0.234,1,0,0.259148,0.290000,0.080869,0.225939,0,0,0.006540,0.051048
S47-1196,2026-04-10,test,836.5,0.201,0,0,0.233706,0.290000,0.136823,0.257995,0,0,0.018721,0.066561
S47-1197,2026-04-11,test,645.6,0.485,0,1,0.287368,0.290000,0.038691,0.203709,0,0,0.924116,0.634080
S47-1198,2026-04-12,test,910.8,0.059,0,0,0.199312,0.290000,0.091759,0.231950,0,0,0.008420,0.053801
S47-1199,2026-04-13,test,605.8,0.584,0,1,0.325063,0.290000,0.186419,0.288776,0,0,0.661915,0.505839
S47-1200,2026-04-14,test,587.6,0.580,0,0,0.310625,0.290000,0.138731,0.259138,0,0,0.019246,0.067153
