sample_size,replicate_id,sample_mean_weekly_units,population_mean_weekly_units,population_sd_weekly_units,theoretical_se_units,sampling_method
5,138,977.46,1041.901,612.589,273.958,Independent sampling with replacement
5,139,945.26,1041.901,612.589,273.958,Independent sampling with replacement
5,140,588.18,1041.901,612.589,273.958,Independent sampling with replacement
5,141,1216.48,1041.901,612.589,273.958,Independent sampling with replacement
5,142,925.9,1041.901,612.589,273.958,Independent sampling with replacement
5,143,1358.2,1041.901,612.589,273.958,Independent sampling with replacement
5,144,1026.44,1041.901,612.589,273.958,Independent sampling with replacement
5,145,607.1,1041.901,612.589,273.958,Independent sampling with replacement
5,146,1549.16,1041.901,612.589,273.958,Independent sampling with replacement
5,147,719.58,1041.901,612.589,273.958,Independent sampling with replacement
5,148,1163.64,1041.901,612.589,273.958,Independent sampling with replacement
5,149,838.6,1041.901,612.589,273.958,Independent sampling with replacement
5,150,925.52,1041.901,612.589,273.958,Independent sampling with replacement
5,151,1383.76,1041.901,612.589,273.958,Independent sampling with replacement
5,152,1745.0,1041.901,612.589,273.958,Independent sampling with replacement
5,153,1258.4,1041.901,612.589,273.958,Independent sampling with replacement
5,154,1607.74,1041.901,612.589,273.958,Independent sampling with replacement
5,155,1665.8,1041.901,612.589,273.958,Independent sampling with replacement
5,156,1361.5,1041.901,612.589,273.958,Independent sampling with replacement
5,157,1323.22,1041.901,612.589,273.958,Independent sampling with replacement
5,158,697.1,1041.901,612.589,273.958,Independent sampling with replacement
5,159,1363.48,1041.901,612.589,273.958,Independent sampling with replacement
5,160,1019.08,1041.901,612.589,273.958,Independent sampling with replacement
5,161,985.7,1041.901,612.589,273.958,Independent sampling with replacement
5,162,655.46,1041.901,612.589,273.958,Independent sampling with replacement
5,163,1145.82,1041.901,612.589,273.958,Independent sampling with replacement
5,164,859.94,1041.901,612.589,273.958,Independent sampling with replacement
5,165,780.66,1041.901,612.589,273.958,Independent sampling with replacement
5,166,1057.76,1041.901,612.589,273.958,Independent sampling with replacement
5,167,698.64,1041.901,612.589,273.958,Independent sampling with replacement
5,168,1137.1,1041.901,612.589,273.958,Independent sampling with replacement
5,169,1153.08,1041.901,612.589,273.958,Independent sampling with replacement
5,170,1289.2,1041.901,612.589,273.958,Independent sampling with replacement
5,171,1275.62,1041.901,612.589,273.958,Independent sampling with replacement
5,172,523.08,1041.901,612.589,273.958,Independent sampling with replacement
5,173,1054.7,1041.901,612.589,273.958,Independent sampling with replacement
5,174,643.74,1041.901,612.589,273.958,Independent sampling with replacement
5,175,1615.88,1041.901,612.589,273.958,Independent sampling with replacement
5,176,789.46,1041.901,612.589,273.958,Independent sampling with replacement
5,177,717.48,1041.901,612.589,273.958,Independent sampling with replacement
5,178,953.24,1041.901,612.589,273.958,Independent sampling with replacement
5,179,1152.98,1041.901,612.589,273.958,Independent sampling with replacement
5,180,832.18,1041.901,612.589,273.958,Independent sampling with replacement
5,181,1163.06,1041.901,612.589,273.958,Independent sampling with replacement
5,182,725.64,1041.901,612.589,273.958,Independent sampling with replacement
5,183,828.34,1041.901,612.589,273.958,Independent sampling with replacement
5,184,936.48,1041.901,612.589,273.958,Independent sampling with replacement
5,185,1305.58,1041.901,612.589,273.958,Independent sampling with replacement
5,186,826.6,1041.901,612.589,273.958,Independent sampling with replacement
5,187,1116.56,1041.901,612.589,273.958,Independent sampling with replacement
5,188,1225.08,1041.901,612.589,273.958,Independent sampling with replacement
5,189,500.38,1041.901,612.589,273.958,Independent sampling with replacement
5,190,1516.86,1041.901,612.589,273.958,Independent sampling with replacement
5,191,1819.86,1041.901,612.589,273.958,Independent sampling with replacement
5,192,1020.3,1041.901,612.589,273.958,Independent sampling with replacement
5,193,1155.14,1041.901,612.589,273.958,Independent sampling with replacement
5,194,967.9,1041.901,612.589,273.958,Independent sampling with replacement
5,195,1581.92,1041.901,612.589,273.958,Independent sampling with replacement
5,196,1777.68,1041.901,612.589,273.958,Independent sampling with replacement
5,197,1030.26,1041.901,612.589,273.958,Independent sampling with replacement
5,198,940.26,1041.901,612.589,273.958,Independent sampling with replacement
5,199,760.44,1041.901,612.589,273.958,Independent sampling with replacement
5,200,1878.32,1041.901,612.589,273.958,Independent sampling with replacement
5,201,1297.46,1041.901,612.589,273.958,Independent sampling with replacement
5,202,596.38,1041.901,612.589,273.958,Independent sampling with replacement
5,203,947.52,1041.901,612.589,273.958,Independent sampling with replacement
5,204,946.88,1041.901,612.589,273.958,Independent sampling with replacement
5,205,1021.52,1041.901,612.589,273.958,Independent sampling with replacement
5,206,745.0,1041.901,612.589,273.958,Independent sampling with replacement
5,207,1102.28,1041.901,612.589,273.958,Independent sampling with replacement
5,208,701.52,1041.901,612.589,273.958,Independent sampling with replacement
5,209,1077.66,1041.901,612.589,273.958,Independent sampling with replacement
5,210,993.58,1041.901,612.589,273.958,Independent sampling with replacement
5,211,911.24,1041.901,612.589,273.958,Independent sampling with replacement
5,212,880.9,1041.901,612.589,273.958,Independent sampling with replacement
5,213,1217.52,1041.901,612.589,273.958,Independent sampling with replacement
5,214,1097.2,1041.901,612.589,273.958,Independent sampling with replacement
5,215,835.6,1041.901,612.589,273.958,Independent sampling with replacement
5,216,1091.78,1041.901,612.589,273.958,Independent sampling with replacement
5,217,903.32,1041.901,612.589,273.958,Independent sampling with replacement
5,218,1515.66,1041.901,612.589,273.958,Independent sampling with replacement
5,219,1078.42,1041.901,612.589,273.958,Independent sampling with replacement
5,220,1562.24,1041.901,612.589,273.958,Independent sampling with replacement
5,221,841.42,1041.901,612.589,273.958,Independent sampling with replacement
5,222,750.24,1041.901,612.589,273.958,Independent sampling with replacement
5,223,1307.96,1041.901,612.589,273.958,Independent sampling with replacement
5,224,901.78,1041.901,612.589,273.958,Independent sampling with replacement
5,225,882.86,1041.901,612.589,273.958,Independent sampling with replacement
5,226,658.4,1041.901,612.589,273.958,Independent sampling with replacement
5,227,846.3,1041.901,612.589,273.958,Independent sampling with replacement
5,228,901.5,1041.901,612.589,273.958,Independent sampling with replacement
5,229,809.02,1041.901,612.589,273.958,Independent sampling with replacement
5,230,954.18,1041.901,612.589,273.958,Independent sampling with replacement
5,231,1742.12,1041.901,612.589,273.958,Independent sampling with replacement
5,232,1100.54,1041.901,612.589,273.958,Independent sampling with replacement
5,233,931.48,1041.901,612.589,273.958,Independent sampling with replacement
5,234,796.84,1041.901,612.589,273.958,Independent sampling with replacement
5,235,954.62,1041.901,612.589,273.958,Independent sampling with replacement
5,236,698.76,1041.901,612.589,273.958,Independent sampling with replacement
5,237,1218.64,1041.901,612.589,273.958,Independent sampling with replacement
5,238,657.66,1041.901,612.589,273.958,Independent sampling with replacement
5,239,1190.18,1041.901,612.589,273.958,Independent sampling with replacement
5,240,1046.8,1041.901,612.589,273.958,Independent sampling with replacement
5,241,1309.4,1041.901,612.589,273.958,Independent sampling with replacement
5,242,986.9,1041.901,612.589,273.958,Independent sampling with replacement
5,243,602.4,1041.901,612.589,273.958,Independent sampling with replacement
5,244,1003.12,1041.901,612.589,273.958,Independent sampling with replacement
5,245,1338.9,1041.901,612.589,273.958,Independent sampling with replacement
5,246,753.5,1041.901,612.589,273.958,Independent sampling with replacement
5,247,1044.02,1041.901,612.589,273.958,Independent sampling with replacement
5,248,757.26,1041.901,612.589,273.958,Independent sampling with replacement
5,249,663.38,1041.901,612.589,273.958,Independent sampling with replacement
5,250,1382.64,1041.901,612.589,273.958,Independent sampling with replacement
5,251,1283.46,1041.901,612.589,273.958,Independent sampling with replacement
5,252,965.76,1041.901,612.589,273.958,Independent sampling with replacement
5,253,920.34,1041.901,612.589,273.958,Independent sampling with replacement
5,254,1046.62,1041.901,612.589,273.958,Independent sampling with replacement
5,255,1661.82,1041.901,612.589,273.958,Independent sampling with replacement
5,256,1161.74,1041.901,612.589,273.958,Independent sampling with replacement
5,257,1081.04,1041.901,612.589,273.958,Independent sampling with replacement
5,258,932.92,1041.901,612.589,273.958,Independent sampling with replacement
5,259,1094.34,1041.901,612.589,273.958,Independent sampling with replacement
5,260,671.2,1041.901,612.589,273.958,Independent sampling with replacement
5,261,765.74,1041.901,612.589,273.958,Independent sampling with replacement
5,262,903.54,1041.901,612.589,273.958,Independent sampling with replacement
5,263,1220.66,1041.901,612.589,273.958,Independent sampling with replacement
5,264,1184.08,1041.901,612.589,273.958,Independent sampling with replacement
5,265,945.98,1041.901,612.589,273.958,Independent sampling with replacement
5,266,510.3,1041.901,612.589,273.958,Independent sampling with replacement
5,267,941.4,1041.901,612.589,273.958,Independent sampling with replacement
5,268,857.52,1041.901,612.589,273.958,Independent sampling with replacement
5,269,1076.96,1041.901,612.589,273.958,Independent sampling with replacement
5,270,1010.98,1041.901,612.589,273.958,Independent sampling with replacement
5,271,1065.08,1041.901,612.589,273.958,Independent sampling with replacement
5,272,889.98,1041.901,612.589,273.958,Independent sampling with replacement
5,273,773.0,1041.901,612.589,273.958,Independent sampling with replacement
5,274,1089.62,1041.901,612.589,273.958,Independent sampling with replacement
5,275,944.68,1041.901,612.589,273.958,Independent sampling with replacement
5,276,1600.6,1041.901,612.589,273.958,Independent sampling with replacement
5,277,919.56,1041.901,612.589,273.958,Independent sampling with replacement
5,278,1078.56,1041.901,612.589,273.958,Independent sampling with replacement
5,279,762.74,1041.901,612.589,273.958,Independent sampling with replacement
5,280,1133.46,1041.901,612.589,273.958,Independent sampling with replacement
5,281,984.72,1041.901,612.589,273.958,Independent sampling with replacement
5,282,887.58,1041.901,612.589,273.958,Independent sampling with replacement
5,283,887.52,1041.901,612.589,273.958,Independent sampling with replacement
5,284,1555.12,1041.901,612.589,273.958,Independent sampling with replacement
5,285,1423.82,1041.901,612.589,273.958,Independent sampling with replacement
5,286,1034.24,1041.901,612.589,273.958,Independent sampling with replacement
5,287,1026.68,1041.901,612.589,273.958,Independent sampling with replacement
5,288,1552.6,1041.901,612.589,273.958,Independent sampling with replacement
5,289,839.54,1041.901,612.589,273.958,Independent sampling with replacement
5,290,1686.2,1041.901,612.589,273.958,Independent sampling with replacement
5,291,846.14,1041.901,612.589,273.958,Independent sampling with replacement
5,292,1084.8,1041.901,612.589,273.958,Independent sampling with replacement
5,293,1022.06,1041.901,612.589,273.958,Independent sampling with replacement
5,294,1524.56,1041.901,612.589,273.958,Independent sampling with replacement
5,295,1224.86,1041.901,612.589,273.958,Independent sampling with replacement
